Port_IDs,PnL,ROI,Sharpe Ratio,MDD,Win Rate,Total Positions,Win Positions,Score
4037179073830813185,0.17402363476186924,0.04460078952004874,0.5,,0.5290941068641779,0.009718333058804152,0.010715520221223643,
4037282461943784704,0.20282101707954858,0.03909137084044415,0.5,,0.33620367978414994,0.08071157964091583,0.04701002419633599,
4037511388357114368,0.1884986814970631,0.06487156308001389,0.0,,0.5399471356276647,0.15466974139351014,0.14275838230210855,
4037717032428033792,0.1688768075568967,0.10307469929999245,0.5,,0.40089902510539016,0.049909405369790806,0.03525751814725199,
4037785885739608577,0.1693185171786217,0.07905323186244947,0.5,,0.28940923523800033,0.039532202273101634,0.020394054614586935,
4038768306117031680,0.16703428283076724,0.037801426654661734,0.5,,0.2741048824593128,0.014165705814528085,0.0076045627376425855,
4039129759104249600,0.16137156408460332,0.13095916647176167,0.5,,0.5527063590259554,0.01960138362707956,0.020394054614586935,
4039279455324236544,0.15869825396829254,0.08698490527255492,1.0,,0.689643921672722,0.05155658046450338,0.06256481161424128,
4040382575336130560,0.1463821618337484,0.0300539051460933,0.5,,0.0,0.01021248558721792,0.0,
4040843843196854529,0.17189274729732795,0.05117358715590011,0.5,,0.4012321083764979,0.007412287926206556,0.006567576909782233,
4041804592937345281,0.13717784567763003,0.018214667346827793,0.0,,0.28778304111958486,0.0583099983528249,0.029381265122709988,
4041860229502600193,0.17397503811705728,0.06835209149376978,0.5,,0.4880967916332656,0.013671553286114314,0.013135153819564467,
